,zipcode,price_mean,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,m²_living,m²_lot,dormitory_type,age_build,footage,basement,renovation,level,condition_type,year,month,season
3424,98023.0,288438.44105691055,6386600170.0,2014-10-01,217000.0,3.0,1.0,1860.0,8505.0,1.0,0.0,0.0,4.0,7.0,1860.0,0.0,1967.0,0.0,47.3106,-122.365,172.79399999999998,790.1145,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,10.0,fall
3425,98023.0,288438.44105691055,5560000480.0,2014-09-08,169950.0,3.0,1.0,840.0,8470.0,1.0,0.0,0.0,4.0,6.0,840.0,0.0,1961.0,0.0,47.3275,-122.338,78.036,786.8629999999999,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,9.0,summer
3426,98023.0,288438.44105691055,8732190170.0,2014-12-10,266000.0,4.0,2.0,1860.0,12693.0,1.0,0.0,0.0,3.0,8.0,1140.0,720.0,1978.0,0.0,47.3114,-122.395,172.79399999999998,1179.1797,house,build > 1955,Less than 100m²,yes,no,Low,regular,2014.0,12.0,fall
3428,98023.0,288438.44105691055,9211520020.0,2014-08-22,283748.0,3.0,2.0,1940.0,9560.0,2.0,0.0,0.0,3.0,7.0,1940.0,0.0,1989.0,0.0,47.2998,-122.387,180.226,888.1239999999999,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,8.0,summer
3429,98023.0,288438.44105691055,2944500470.0,2014-06-05,257000.0,4.0,2.0,2330.0,7642.0,1.0,0.0,0.0,3.0,8.0,1800.0,530.0,1990.0,0.0,47.2946,-122.37,216.457,709.9418,house,build > 1955,Less than 100m²,yes,no,Low,regular,2014.0,6.0,spring
3430,98023.0,288438.44105691055,1938400010.0,2014-12-17,244000.0,3.0,1.0,1500.0,7475.0,1.0,0.0,0.0,4.0,8.0,1500.0,0.0,1976.0,0.0,47.3155,-122.365,139.35,694.4275,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,12.0,fall
3433,98023.0,288438.44105691055,8731902340.0,2014-09-18,275000.0,4.0,1.0,1960.0,6177.0,1.0,0.0,0.0,4.0,8.0,1960.0,0.0,1967.0,0.0,47.3131,-122.383,182.084,573.8433,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,9.0,summer
3434,98023.0,288438.44105691055,7972000010.0,2014-10-21,195000.0,3.0,1.0,1140.0,9628.0,1.0,0.0,0.0,4.0,7.0,1140.0,0.0,1969.0,0.0,47.2933,-122.372,105.90599999999999,894.4412,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,10.0,fall
3435,98023.0,288438.44105691055,2791500280.0,2014-11-19,246000.0,3.0,2.0,1650.0,6675.0,1.0,0.0,0.0,3.0,8.0,1290.0,360.0,1990.0,0.0,47.2899,-122.372,153.285,620.1075,house,build > 1955,Less than 100m²,yes,no,Low,regular,2014.0,11.0,fall
3436,98023.0,288438.44105691055,104560280.0,2014-05-22,273000.0,4.0,3.0,1990.0,6180.0,2.0,0.0,0.0,3.0,7.0,1990.0,0.0,1990.0,0.0,47.3083,-122.36,184.87099999999998,574.122,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,5.0,spring
3439,98023.0,288438.44105691055,8732130680.0,2014-10-27,210000.0,3.0,2.0,2140.0,9775.0,1.0,0.0,0.0,4.0,7.0,1470.0,670.0,1978.0,0.0,47.306,-122.379,198.80599999999998,908.0975,house,build > 1955,Less than 100m²,yes,no,Low,regular,2014.0,10.0,fall
3440,98023.0,288438.44105691055,104550660.0,2014-07-28,275000.0,3.0,2.0,1870.0,6821.0,2.0,0.0,0.0,3.0,7.0,1870.0,0.0,1989.0,0.0,47.3065,-122.358,173.72299999999998,633.6709,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,7.0,summer
3441,98023.0,288438.44105691055,1503200050.0,2014-11-18,252000.0,4.0,1.0,1940.0,13370.0,1.0,0.0,0.0,4.0,8.0,1940.0,0.0,1974.0,0.0,47.3215,-122.369,180.226,1242.0729999999999,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,11.0,fall
3442,98023.0,288438.44105691055,8945300290.0,2015-02-26,160000.0,3.0,1.0,880.0,8976.0,1.0,0.0,0.0,4.0,6.0,880.0,0.0,1966.0,0.0,47.3056,-122.368,81.752,833.8704,house,build > 1955,Less than 100m²,no,no,Low,regular,2015.0,2.0,winter
3443,98023.0,288438.44105691055,1898700050.0,2015-04-28,128000.0,3.0,1.0,1400.0,9690.0,1.0,0.0,0.0,3.0,7.0,1400.0,0.0,1969.0,0.0,47.3201,-122.398,130.06,900.201,house,build > 1955,Less than 100m²,no,no,Low,regular,2015.0,4.0,spring
3447,98023.0,288438.44105691055,8731981640.0,2014-12-04,277500.0,4.0,2.0,2550.0,7500.0,1.0,0.0,0.0,3.0,8.0,1750.0,800.0,1976.0,0.0,47.3165,-122.386,236.89499999999998,696.75,house,build > 1955,Less than 100m²,yes,no,Low,regular,2014.0,12.0,fall
3451,98023.0,288438.44105691055,9542802000.0,2014-12-29,185000.0,3.0,1.0,1130.0,7000.0,1.0,0.0,0.0,3.0,7.0,1130.0,0.0,1978.0,0.0,47.307,-122.372,104.97699999999999,650.3,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,12.0,fall
3452,98023.0,288438.44105691055,6664900470.0,2014-11-07,278000.0,4.0,2.0,1940.0,6887.0,2.0,0.0,0.0,3.0,7.0,1940.0,0.0,1990.0,0.0,47.2911,-122.353,180.226,639.8023,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,11.0,fall
3453,98023.0,288438.44105691055,8731982630.0,2014-05-22,240000.0,4.0,2.0,1720.0,8300.0,1.0,0.0,0.0,4.0,8.0,1720.0,0.0,1973.0,0.0,47.3192,-122.385,159.78799999999998,771.0699999999999,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,5.0,spring
3454,98023.0,288438.44105691055,2791500020.0,2014-06-04,250500.0,3.0,2.0,1710.0,7225.0,2.0,0.0,0.0,4.0,7.0,1710.0,0.0,1988.0,0.0,47.2917,-122.373,158.85899999999998,671.2025,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,6.0,spring
3455,98023.0,288438.44105691055,2557000380.0,2014-06-18,287500.0,4.0,2.0,2570.0,9000.0,1.0,0.0,0.0,4.0,8.0,1590.0,980.0,1979.0,0.0,47.2986,-122.372,238.753,836.1,house,build > 1955,Less than 100m²,yes,no,Low,regular,2014.0,6.0,spring
3456,98023.0,288438.44105691055,5422420470.0,2015-03-26,275000.0,3.0,2.0,1830.0,7062.0,2.0,0.0,0.0,3.0,7.0,1830.0,0.0,1990.0,0.0,47.2895,-122.352,170.007,656.0598,house,build > 1955,Less than 100m²,no,no,Low,regular,2015.0,3.0,winter
3457,98023.0,288438.44105691055,8731800840.0,2014-06-19,265000.0,3.0,1.0,1840.0,7300.0,1.0,0.0,0.0,3.0,8.0,1840.0,0.0,1966.0,0.0,47.3122,-122.369,170.936,678.17,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,6.0,spring
3459,98023.0,288438.44105691055,5559200020.0,2015-02-27,248500.0,3.0,2.0,1240.0,12285.0,1.0,0.0,0.0,3.0,7.0,620.0,620.0,1939.0,1991.0,47.3219,-122.341,115.196,1141.2765,house,build <1955,Less than 100m²,yes,yes,Low,regular,2015.0,2.0,winter
3460,98023.0,288438.44105691055,1788700185.0,2015-03-06,198500.0,2.0,1.0,1050.0,9600.0,1.0,0.0,0.0,4.0,6.0,1050.0,0.0,1959.0,0.0,47.3274,-122.346,97.545,891.8399999999999,apartament,build > 1955,Less than 100m²,no,no,Low,regular,2015.0,3.0,winter
3461,98023.0,288438.44105691055,5557800010.0,2014-06-23,261350.0,3.0,1.0,1390.0,18200.0,1.0,0.0,0.0,4.0,7.0,1390.0,0.0,1962.0,0.0,47.3208,-122.337,129.131,1690.78,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,6.0,spring
3463,98023.0,288438.44105691055,4168100130.0,2015-03-10,230000.0,3.0,1.0,1380.0,10112.0,1.0,0.0,0.0,4.0,7.0,940.0,440.0,1963.0,0.0,47.3196,-122.351,128.202,939.4047999999999,house,build > 1955,Less than 100m²,yes,no,Low,regular,2015.0,3.0,winter
3465,98023.0,288438.44105691055,7956300020.0,2014-06-03,206000.0,3.0,1.0,1060.0,9600.0,1.0,0.0,0.0,4.0,6.0,1060.0,0.0,1962.0,0.0,47.2878,-122.358,98.47399999999999,891.8399999999999,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,6.0,spring
3466,98023.0,288438.44105691055,8731801190.0,2014-12-23,269000.0,3.0,2.0,1950.0,8661.0,1.0,0.0,0.0,4.0,8.0,1950.0,0.0,1966.0,0.0,47.3127,-122.362,181.155,804.6069,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,12.0,fall
3467,98023.0,288438.44105691055,109210460.0,2014-10-29,270000.0,3.0,2.0,2330.0,8000.0,1.0,0.0,0.0,3.0,7.0,1390.0,940.0,1986.0,0.0,47.2958,-122.368,216.457,743.1999999999999,house,build > 1955,Less than 100m²,yes,no,Low,regular,2014.0,10.0,fall
3469,98023.0,288438.44105691055,1788800080.0,2014-07-30,184900.0,3.0,1.0,1040.0,10080.0,1.0,0.0,0.0,3.0,6.0,1040.0,0.0,1959.0,0.0,47.329,-122.343,96.616,936.432,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,7.0,summer
3470,98023.0,288438.44105691055,7796450190.0,2015-02-02,277500.0,3.0,2.0,1690.0,5171.0,2.0,0.0,0.0,3.0,8.0,1690.0,0.0,2003.0,0.0,47.2779,-122.347,157.001,480.3859,house,build > 1955,Less than 100m²,no,no,Low,regular,2015.0,2.0,winter
3472,98023.0,288438.44105691055,5029450290.0,2014-10-03,230000.0,3.0,1.0,1630.0,6625.0,1.0,0.0,0.0,5.0,7.0,980.0,650.0,1980.0,0.0,47.29,-122.368,151.427,615.4625,house,build > 1955,Less than 100m²,yes,no,Low,good,2014.0,10.0,fall
3474,98023.0,288438.44105691055,6386600130.0,2014-06-24,218000.0,3.0,1.0,1330.0,7600.0,1.0,0.0,0.0,4.0,7.0,1330.0,0.0,1968.0,0.0,47.3103,-122.366,123.557,706.04,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,6.0,spring
3476,98023.0,288438.44105691055,8944300010.0,2014-07-25,230000.0,5.0,1.0,1410.0,9000.0,1.0,0.0,0.0,5.0,7.0,1410.0,0.0,1967.0,0.0,47.3054,-122.369,130.989,836.1,house,build > 1955,Less than 100m²,no,no,Low,good,2014.0,7.0,summer
3478,98023.0,288438.44105691055,1788300010.0,2014-12-11,179950.0,2.0,1.0,1200.0,9000.0,1.0,0.0,0.0,3.0,6.0,1200.0,0.0,1958.0,0.0,47.3277,-122.349,111.47999999999999,836.1,apartament,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,12.0,fall
3481,98023.0,288438.44105691055,8732160250.0,2015-01-20,204250.0,3.0,2.0,1960.0,7708.0,1.0,0.0,0.0,4.0,7.0,1490.0,470.0,1984.0,0.0,47.2981,-122.374,182.084,716.0731999999999,house,build > 1955,Less than 100m²,yes,no,Low,regular,2015.0,1.0,winter
3483,98023.0,288438.44105691055,5259800440.0,2014-09-26,232000.0,3.0,1.0,1290.0,6604.0,1.0,0.0,0.0,3.0,7.0,1290.0,0.0,1984.0,0.0,47.323,-122.349,119.841,613.5115999999999,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,9.0,summer
3484,98023.0,288438.44105691055,4168100020.0,2014-12-04,209950.0,3.0,1.0,1660.0,8800.0,1.0,0.0,0.0,4.0,7.0,960.0,700.0,1963.0,0.0,47.3212,-122.352,154.214,817.52,house,build > 1955,Less than 100m²,yes,no,Low,regular,2014.0,12.0,fall
3486,98023.0,288438.44105691055,8732190380.0,2015-04-14,231000.0,3.0,1.0,1220.0,8817.0,1.0,0.0,0.0,3.0,7.0,1220.0,0.0,1978.0,0.0,47.3111,-122.396,113.338,819.0993,house,build > 1955,Less than 100m²,no,no,Low,regular,2015.0,4.0,spring
3490,98023.0,288438.44105691055,2115510300.0,2014-10-16,246000.0,3.0,2.0,1440.0,10500.0,1.0,0.0,0.0,3.0,8.0,1130.0,310.0,1983.0,0.0,47.318,-122.391,133.77599999999998,975.4499999999999,house,build > 1955,Less than 100m²,yes,no,Low,regular,2014.0,10.0,fall
3491,98023.0,288438.44105691055,104550750.0,2014-07-28,241000.0,3.0,2.0,1520.0,7131.0,1.0,0.0,0.0,3.0,8.0,1520.0,0.0,1993.0,0.0,47.3061,-122.361,141.208,662.4698999999999,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,7.0,summer
3492,98023.0,288438.44105691055,9264900880.0,2014-07-15,263000.0,3.0,1.0,1790.0,7485.0,1.0,0.0,0.0,4.0,8.0,1330.0,460.0,1979.0,0.0,47.3118,-122.34,166.291,695.3565,house,build > 1955,Less than 100m²,yes,no,Low,regular,2014.0,7.0,summer
3493,98023.0,288438.44105691055,2599700040.0,2014-12-30,160000.0,4.0,1.0,1540.0,7350.0,1.0,0.0,0.0,4.0,6.0,770.0,770.0,1969.0,0.0,47.3318,-122.34,143.066,682.8149999999999,house,build > 1955,Less than 100m²,yes,no,Low,regular,2014.0,12.0,fall
3496,98023.0,288438.44105691055,8731950910.0,2015-02-18,227000.0,3.0,1.0,1680.0,7455.0,1.0,0.0,0.0,4.0,8.0,1680.0,0.0,1968.0,0.0,47.3112,-122.378,156.072,692.5695,house,build > 1955,Less than 100m²,no,no,Low,regular,2015.0,2.0,winter
3498,98023.0,288438.44105691055,1099600220.0,2015-01-08,185000.0,3.0,1.0,1010.0,6400.0,1.0,0.0,0.0,3.0,7.0,1010.0,0.0,1971.0,0.0,47.3027,-122.376,93.829,594.56,house,build > 1955,Less than 100m²,no,no,Low,regular,2015.0,1.0,winter
3499,98023.0,288438.44105691055,8731901910.0,2014-06-16,285500.0,4.0,1.0,1960.0,7950.0,1.0,0.0,0.0,4.0,8.0,1960.0,0.0,1967.0,0.0,47.3109,-122.377,182.084,738.555,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,6.0,spring
3502,98023.0,288438.44105691055,2557000540.0,2015-02-07,270000.0,3.0,2.0,1810.0,8262.0,2.0,0.0,0.0,4.0,8.0,1810.0,0.0,1981.0,0.0,47.2994,-122.37,168.149,767.5398,house,build > 1955,Less than 100m²,no,no,Low,regular,2015.0,2.0,winter
3505,98023.0,288438.44105691055,1898600100.0,2014-11-24,218250.0,3.0,1.0,1080.0,9774.0,1.0,0.0,0.0,3.0,7.0,1080.0,0.0,1968.0,0.0,47.3155,-122.401,100.332,908.0046,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,11.0,fall
3507,98023.0,288438.44105691055,104510180.0,2015-02-11,230000.0,3.0,2.0,1500.0,7210.0,1.0,0.0,0.0,3.0,7.0,1150.0,350.0,1984.0,0.0,47.3124,-122.352,139.35,669.809,house,build > 1955,Less than 100m²,yes,no,Low,regular,2015.0,2.0,winter
3508,98023.0,288438.44105691055,5153200506.0,2014-07-31,217000.0,3.0,1.0,1000.0,12000.0,1.0,0.0,0.0,3.0,7.0,1000.0,0.0,1959.0,0.0,47.3321,-122.346,92.89999999999999,1114.8,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,7.0,summer
3509,98023.0,288438.44105691055,3279000120.0,2014-12-22,274000.0,2.0,2.0,1700.0,7992.0,1.0,0.0,0.0,4.0,7.0,950.0,750.0,1980.0,0.0,47.3031,-122.385,157.93,742.4567999999999,apartament,build > 1955,Less than 100m²,yes,no,Low,regular,2014.0,12.0,fall
3510,98023.0,288438.44105691055,4167960330.0,2015-01-09,270000.0,3.0,2.0,1820.0,7750.0,1.0,0.0,0.0,3.0,8.0,1820.0,0.0,1992.0,0.0,47.3169,-122.352,169.078,719.975,house,build > 1955,Less than 100m²,no,no,Low,regular,2015.0,1.0,winter
3511,98023.0,288438.44105691055,8732040180.0,2014-12-19,245000.0,4.0,1.0,1930.0,7650.0,1.0,0.0,0.0,4.0,8.0,1280.0,650.0,1981.0,0.0,47.3078,-122.386,179.297,710.685,house,build > 1955,Less than 100m²,yes,no,Low,regular,2014.0,12.0,fall
3512,98023.0,288438.44105691055,5560000540.0,2014-07-23,223000.0,4.0,2.0,1200.0,8470.0,1.0,0.0,0.0,4.0,7.0,1200.0,0.0,1961.0,0.0,47.3262,-122.338,111.47999999999999,786.8629999999999,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,7.0,summer
3513,98023.0,288438.44105691055,9264921020.0,2014-09-08,260000.0,3.0,1.0,1750.0,7000.0,2.0,0.0,0.0,3.0,8.0,1750.0,0.0,1983.0,0.0,47.3108,-122.346,162.575,650.3,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,9.0,summer
3514,98023.0,288438.44105691055,3518000180.0,2014-11-20,179950.0,2.0,1.0,1100.0,7323.0,1.0,0.0,0.0,3.0,7.0,780.0,320.0,1982.0,0.0,47.2874,-122.37,102.19,680.3067,apartament,build > 1955,Less than 100m²,yes,no,Low,regular,2014.0,11.0,fall
3515,98023.0,288438.44105691055,8732040580.0,2014-12-18,249000.0,3.0,2.0,1850.0,7200.0,1.0,0.0,0.0,3.0,7.0,1500.0,350.0,1979.0,0.0,47.3063,-122.384,171.86499999999998,668.88,house,build > 1955,Less than 100m²,yes,no,Low,regular,2014.0,12.0,fall
3517,98023.0,288438.44105691055,5557700210.0,2014-12-09,192500.0,3.0,1.0,1100.0,9750.0,1.0,0.0,0.0,4.0,7.0,1100.0,0.0,1966.0,0.0,47.3248,-122.345,102.19,905.775,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,12.0,fall
3522,98023.0,288438.44105691055,1421039067.0,2014-10-27,218000.0,4.0,1.0,1620.0,17500.0,1.0,0.0,0.0,3.0,7.0,1620.0,0.0,1962.0,0.0,47.3021,-122.388,150.498,1625.75,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,10.0,fall
3523,98023.0,288438.44105691055,1788700230.0,2014-05-06,191000.0,3.0,1.0,800.0,8850.0,1.0,0.0,0.0,4.0,6.0,800.0,0.0,1959.0,0.0,47.3266,-122.348,74.32,822.165,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,5.0,spring
3525,98023.0,288438.44105691055,104510230.0,2014-11-19,252000.0,3.0,2.0,1540.0,7210.0,2.0,0.0,0.0,4.0,7.0,1540.0,0.0,1984.0,0.0,47.3128,-122.351,143.066,669.809,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,11.0,fall
3526,98023.0,288438.44105691055,8944300110.0,2015-01-08,218250.0,3.0,1.0,1270.0,7344.0,1.0,0.0,0.0,3.0,7.0,970.0,300.0,1967.0,0.0,47.305,-122.371,117.98299999999999,682.2576,house,build > 1955,Less than 100m²,yes,no,Low,regular,2015.0,1.0,winter
3527,98023.0,288438.44105691055,9211500230.0,2014-10-02,263000.0,4.0,2.0,1830.0,7315.0,1.0,0.0,0.0,5.0,7.0,1250.0,580.0,1979.0,0.0,47.2989,-122.38,170.007,679.5635,house,build > 1955,Less than 100m²,yes,no,Low,good,2014.0,10.0,fall
3528,98023.0,288438.44105691055,6664900410.0,2014-06-26,252500.0,3.0,2.0,1900.0,8002.0,1.0,0.0,0.0,3.0,7.0,1900.0,0.0,1991.0,0.0,47.2909,-122.352,176.51,743.3858,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,6.0,spring
3529,98023.0,288438.44105691055,8731960540.0,2014-12-15,242000.0,4.0,2.0,1750.0,11400.0,2.0,0.0,0.0,4.0,7.0,1750.0,0.0,1975.0,0.0,47.3149,-122.386,162.575,1059.06,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,12.0,fall
3530,98023.0,288438.44105691055,1099600620.0,2015-03-26,160000.0,3.0,1.0,960.0,6497.0,1.0,0.0,0.0,4.0,7.0,960.0,0.0,1970.0,0.0,47.3018,-122.378,89.184,603.5713,house,build > 1955,Less than 100m²,no,no,Low,regular,2015.0,3.0,winter
3531,98023.0,288438.44105691055,9320901250.0,2014-09-10,133400.0,3.0,1.0,900.0,2550.0,1.0,0.0,0.0,4.0,6.0,900.0,0.0,1978.0,0.0,47.3036,-122.363,83.61,236.89499999999998,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,9.0,summer
3533,98023.0,288438.44105691055,3306200230.0,2015-03-03,147000.0,3.0,1.0,1480.0,9606.0,1.0,0.0,0.0,4.0,7.0,1100.0,380.0,1964.0,0.0,47.2978,-122.363,137.492,892.3974,house,build > 1955,Less than 100m²,yes,no,Low,regular,2015.0,3.0,winter
3534,98023.0,288438.44105691055,5028602020.0,2015-03-05,255000.0,3.0,2.0,1850.0,7151.0,2.0,0.0,0.0,3.0,7.0,1850.0,0.0,1989.0,0.0,47.2843,-122.352,171.86499999999998,664.3279,house,build > 1955,Less than 100m²,no,no,Low,regular,2015.0,3.0,winter
3535,98023.0,288438.44105691055,1788800770.0,2014-07-28,187500.0,3.0,1.0,840.0,8400.0,1.0,0.0,0.0,3.0,6.0,840.0,0.0,1959.0,0.0,47.3281,-122.344,78.036,780.36,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,7.0,summer
3556,98023.0,288438.44105691055,121039156.0,2015-01-09,249000.0,3.0,1.0,1030.0,24750.0,1.0,0.0,2.0,3.0,5.0,1030.0,0.0,1943.0,0.0,47.3343,-122.362,95.687,2299.275,house,build <1955,Less than 100m²,no,no,Low,regular,2015.0,1.0,winter
3559,98024.0,584345.875,2824079053.0,2015-01-13,440000.0,3.0,2.0,1910.0,66211.0,2.0,0.0,0.0,3.0,7.0,1910.0,0.0,1997.0,0.0,47.5385,-121.911,177.439,6151.0019,house,build > 1955,Less than 100m²,no,no,Medium,regular,2015.0,1.0,winter
3560,98024.0,584345.875,943100260.0,2014-11-20,213000.0,2.0,1.0,1000.0,10200.0,1.0,0.0,0.0,3.0,6.0,1000.0,0.0,1961.0,0.0,47.5687,-121.899,92.89999999999999,947.5799999999999,apartament,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,11.0,fall
3561,98024.0,584345.875,824079032.0,2014-06-26,563500.0,4.0,1.0,2085.0,174240.0,1.0,0.0,0.0,3.0,7.0,1610.0,475.0,1964.0,0.0,47.5753,-121.95,193.6965,16186.895999999999,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2014.0,6.0,spring
3564,98024.0,584345.875,1324079046.0,2015-01-20,350000.0,3.0,2.0,1580.0,47916.0,1.0,0.0,0.0,3.0,7.0,1580.0,0.0,1979.0,0.0,47.5583,-121.852,146.78199999999998,4451.3964,house,build > 1955,Less than 100m²,no,no,Low,regular,2015.0,1.0,winter
3565,98024.0,584345.875,1624079104.0,2015-04-02,540000.0,3.0,2.0,2000.0,217800.0,2.0,0.0,0.0,3.0,8.0,2000.0,0.0,1996.0,0.0,47.5599,-121.911,185.79999999999998,20233.62,house,build > 1955,Less than 100m²,no,no,Medium,regular,2015.0,4.0,spring
3566,98024.0,584345.875,3210950510.0,2014-09-04,535000.0,3.0,1.0,1330.0,40259.0,1.0,0.0,0.0,4.0,7.0,1330.0,0.0,1977.0,0.0,47.552,-121.89,123.557,3740.0611,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,9.0,summer
3568,98024.0,584345.875,1324079041.0,2014-11-18,275000.0,3.0,1.0,1370.0,17859.0,1.0,0.0,0.0,4.0,7.0,1150.0,220.0,1930.0,0.0,47.5617,-121.859,127.273,1659.1010999999999,house,build <1955,Less than 100m²,yes,no,Low,regular,2014.0,11.0,fall
3570,98024.0,584345.875,6893300350.0,2014-06-02,439900.0,2.0,2.0,1410.0,12282.0,1.0,0.0,0.0,5.0,8.0,1410.0,0.0,1909.0,1988.0,47.5242,-121.926,130.989,1140.9977999999999,apartament,build <1955,Less than 100m²,no,yes,Medium,good,2014.0,6.0,spring
3571,98024.0,584345.875,943100262.0,2014-10-30,260000.0,3.0,1.0,1190.0,11120.0,1.0,0.0,0.0,3.0,6.0,1190.0,0.0,1947.0,0.0,47.5687,-121.898,110.551,1033.048,house,build <1955,Less than 100m²,no,no,Low,regular,2014.0,10.0,fall
3572,98024.0,584345.875,6893300295.0,2014-07-15,445000.0,4.0,1.0,2430.0,13211.0,1.0,0.0,0.0,4.0,7.0,2430.0,0.0,1909.0,1978.0,47.5245,-121.926,225.74699999999999,1227.3019,house,build <1955,Less than 100m²,no,yes,Medium,regular,2014.0,7.0,summer
3574,98024.0,584345.875,2412100025.0,2014-06-06,315000.0,3.0,1.0,1750.0,12500.0,1.0,0.0,0.0,3.0,7.0,1150.0,600.0,1954.0,0.0,47.5666,-121.902,162.575,1161.25,house,build <1955,Less than 100m²,yes,no,Low,regular,2014.0,6.0,spring
3575,98024.0,584345.875,1324079085.0,2015-05-04,378000.0,3.0,1.0,1050.0,57499.0,1.0,0.0,0.0,3.0,7.0,1050.0,0.0,1975.0,0.0,47.5602,-121.86,97.545,5341.657099999999,house,build > 1955,Less than 100m²,no,no,Low,regular,2015.0,5.0,spring
3576,98024.0,584345.875,6893300110.0,2014-11-13,430000.0,3.0,2.0,2030.0,7770.0,2.0,0.0,0.0,3.0,8.0,2030.0,0.0,2003.0,0.0,47.5253,-121.93,188.587,721.833,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,11.0,fall
3577,98024.0,584345.875,1724079013.0,2014-07-18,529000.0,3.0,2.0,1940.0,217800.0,2.0,0.0,0.0,3.0,9.0,1940.0,0.0,1990.0,0.0,47.5636,-121.932,180.226,20233.62,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,7.0,summer
3578,98024.0,584345.875,2475901105.0,2014-07-15,291000.0,3.0,1.0,1280.0,10500.0,1.0,0.0,0.0,4.0,5.0,1280.0,0.0,1941.0,0.0,47.566,-121.894,118.91199999999999,975.4499999999999,house,build <1955,Less than 100m²,no,no,Low,regular,2014.0,7.0,summer
3579,98024.0,584345.875,2475900855.0,2014-08-27,340000.0,3.0,1.0,1540.0,10400.0,1.0,0.0,0.0,3.0,6.0,1540.0,0.0,1977.0,0.0,47.5651,-121.89,143.066,966.16,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,8.0,summer
3580,98024.0,584345.875,1524079156.0,2014-06-10,435000.0,5.0,2.0,1970.0,15247.0,1.0,0.0,0.0,3.0,7.0,1450.0,520.0,1986.0,0.0,47.5669,-121.905,183.013,1416.4462999999998,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2014.0,6.0,spring
3581,98024.0,584345.875,1524079093.0,2015-03-18,369500.0,3.0,1.0,1300.0,20700.0,1.0,0.0,0.0,3.0,7.0,1300.0,0.0,1962.0,0.0,47.5587,-121.904,120.77,1923.03,house,build > 1955,Less than 100m²,no,no,Low,regular,2015.0,3.0,winter
3583,98024.0,584345.875,3924500130.0,2015-05-06,460000.0,2.0,2.0,1880.0,40575.0,1.0,0.0,0.0,3.0,9.0,1880.0,0.0,1987.0,0.0,47.5614,-121.899,174.652,3769.4175,apartament,build > 1955,Less than 100m²,no,no,Medium,regular,2015.0,5.0,spring
3586,98024.0,584345.875,3980300020.0,2015-03-10,340000.0,3.0,1.0,670.0,23522.0,1.0,0.0,0.0,4.0,6.0,670.0,0.0,1968.0,0.0,47.5329,-121.89,62.242999999999995,2185.1938,house,build > 1955,Less than 100m²,no,no,Low,regular,2015.0,3.0,winter
3587,98024.0,584345.875,2624079022.0,2014-10-20,530000.0,3.0,2.0,1880.0,100623.0,1.0,0.0,0.0,3.0,8.0,1880.0,0.0,1987.0,2007.0,47.5342,-121.883,174.652,9347.876699999999,house,build > 1955,Less than 100m²,no,yes,Medium,regular,2014.0,10.0,fall
